ship_imo_number,co2_real,oof_xgboost,oof_red
9638915,14332.4552,14357.640625,15681.085033744108
9639672,4273.5508,4895.8583984375,4544.81099820408
9639701,4743.5773,5365.04638671875,4817.970301479885
9639775,9479.9056,11338.4248046875,9889.991638026318
9639787,5400.7669,6671.16015625,6142.404802356718
9640059,2653.3642,1683.5809326171875,1885.743749339892
9640102,8208.6796,9107.416015625,9372.335135860014
9640138,5921.488,6584.39501953125,6422.783889080604
9640140,8302.9955,8411.0517578125,8351.396316701012
9640437,38629.1931,52039.171875,48663.307082399435
9640516,169.6688,0.0,607.6298502206046
9640542,560.5119,939.475341796875,1669.2353744365664
9640566,655.8794,933.2879638671875,1722.4089181556283
9640578,598.9792,611.8152465820312,1410.0922900231399
9640580,1293.3233,2689.7607421875,3321.0596667448735
9641223,46569.873,48971.26953125,54114.97159858467
9641235,49193.3121,46013.87109375,55041.16933675929
9641314,23064.4254,27087.87890625,24673.100398835137
9641364,4623.961,3294.55517578125,3122.522029866135
9641821,2711.4469,3325.95068359375,3720.5844871564723
9641833,10945.1645,11941.8212890625,11847.566128669965
9641900,4139.3236,2552.422607421875,2718.5757865172345
9642186,3029.2795,3225.2041015625,3309.578880145298
9642368,3317.7213,3656.5927734375,3505.3252912141834
9642382,3236.5974,2847.25927734375,2877.358441736038
9642394,17932.6322,12719.1015625,16501.792417777593
9642409,15328.5458,12920.125,16949.381676338282
9642502,8852.5159,8580.271484375,8624.957817126022
9642564,7297.0884,21870.53515625,12497.565086679246
9642576,7373.1572,9204.66796875,8503.434616577888
9642784,6728.2108,6586.8984375,7127.6108692511025
9643166,2427.4094,2337.248291015625,2440.0567927379743
9643207,1813.5153,2148.635986328125,1997.4174551156084
9643233,932.2196,1366.5924072265625,1767.7247142060496
9643257,910.3664,3068.065185546875,3201.452335308112
9643269,40074.3454,22312.615234375,21723.456892077713
9643295,4643.2729,3973.004150390625,3950.9906383662874
9643453,5329.3723,6084.5185546875,5701.171279513989
9643556,2893.9827,2962.64892578125,2975.120737135485
9643805,3737.2266,4528.2900390625,4565.211506659439
9643879,13586.3522,9614.6220703125,9753.511312284261
9643893,4336.6368,4216.21875,4404.468610352127
9644225,8485.303,9531.7470703125,9999.91003433323
9644251,3831.6085,5249.19921875,4380.177931225371
9644433,11509.1284,10296.3388671875,9450.898863597939
9644500,1155.252,1538.18798828125,1605.9761163552357
9644524,3271.5483,2874.879150390625,3264.512834073167
9644548,6151.3482,5653.951171875,5638.8408676498975
9644744,692.729,1073.66455078125,1269.5269992741996
9644823,9628.2218,8078.5771484375,8231.423458827587
9644835,7140.7571,8564.693359375,9366.97159879811
9645011,733.8258,1021.7680053710938,1766.856472439178
9645023,2295.4904,3782.194091796875,4745.8327746542045
9645035,679.0083,1136.1954345703125,1866.5960690114662
9645047,5742.4944,7955.7919921875,8506.428533763765
9645061,2342.3026,4407.8125,5524.288878887706
9645085,486.0804,692.0484008789062,1097.193538134623
9645114,284.4534,0.0,924.0996513918508
9645396,22772.142,38729.26953125,35723.55843275649
9645401,20905.4088,17769.6953125,18285.33857022002
9645413,7919.4075,8324.982421875,8239.46386998847
9645425,15584.5438,13346.02734375,12868.779589968542
9645437,12858.6898,14588.6396484375,14252.795276880262
9645786,1920.0326,1346.4027099609375,1599.2369901055208
9645798,2916.8606,2111.48388671875,2696.026767880311
9646663,8717.8866,5989.9833984375,5795.223432993012
9646675,6547.1993,5185.83837890625,5272.903621153079
9646699,0.0,0.0,112.2381224305027
9646704,3024.1594,3907.932373046875,3664.749077205177
9646716,3152.7712,3492.552001953125,3630.515737669726
9646728,3179.201,3011.890869140625,3088.4383921659673
9646730,5348.927,6031.38134765625,5464.1811772125175
9646742,3903.718,3818.41845703125,3563.3860040195386
9646780,8809.0758,8144.68310546875,7188.776634854934
9647461,12700.0154,11302.9931640625,11585.262400429447
9647473,21074.8485,13007.740234375,13796.881138960238
9647875,8834.792,9947.3564453125,8673.2222799488
9647887,14296.0318,14249.4287109375,10144.391568572462
9648087,2058.5363,1800.8687744140625,2004.4523562209506
9648099,1048.8955,1143.5906982421875,1262.7075487921902
9648104,1934.0884,1955.138427734375,2235.88065513346
9648178,630.2996,2080.518310546875,2340.541868964783
9648788,144.5906,0.0,550.1429829995614
9648908,3953.8796,2333.84375,2212.411805504944
9649079,4780.2561,5101.67041015625,5020.359049021372
9649110,2373.8482,3406.37646484375,3279.9653067108966
9649536,3188.8184,2776.66845703125,2893.4918704267084
9649548,4177.125,4753.68115234375,4225.665539292921
9649861,1928.137,2205.2177734375,2324.3309849868347
9649873,1937.3255,2800.25048828125,2890.309981346406
9649885,3576.6406,4765.3603515625,4620.890839031031
9649976,2089.3458,889.063720703125,1135.6424145583005
9650042,24244.1764,40390.19140625,34051.480940941496
9650054,12606.7786,11877.9228515625,12845.799966130411
9650171,1898.7337,1605.9625244140625,1609.6245226782303
9650420,15074.4107,6647.47119140625,6127.368917523704
9650482,5819.0815,6460.01171875,7302.375444350276
9650626,2832.5474,2847.25927734375,2718.454765393307
9650638,7686.1461,8708.9990234375,8484.256099469583
9650925,1186.8522,1321.19384765625,1393.1102513884998
9650949,1711.3885,5984.77197265625,6147.612357261882
9650951,728.307,1640.01416015625,2328.5316900066236
9650999,7642.0549,7179.474609375,6848.6480680359855
9651101,12090.102,13163.6064453125,13466.336334697146
9651113,2201.7373,2675.234130859375,2801.3562165021294
9651541,2178.4178,3434.01611328125,3907.812977676509
9652557,5464.4844,6517.25,6684.90826488074
9652741,3749.1601,5082.791015625,5082.211474823734
9652753,4838.3269,6579.42724609375,6561.220157125887
9653446,3493.4437,3742.146240234375,3513.1457488889055
9653678,12263.3395,9920.5751953125,9375.205428671341
9653812,8119.4835,6583.2333984375,7164.607356949821
9654555,9425.4242,7276.70556640625,7714.539302085705
9654567,5370.9537,5779.10107421875,5551.545493668038
9654579,2464.8414,1812.6829833984375,2342.2428514718567
9654581,8244.2958,8693.255859375,8754.451948885431
9654696,17946.6705,20120.763671875,22741.762341403955
9654701,13164.477,12209.978515625,13791.365196705661
9654775,2359.7032,2243.586669921875,2391.3071300055653
9654787,3466.8322,3656.695068359375,3684.48156426693
9654878,5017.4246,4831.68017578125,6808.85697914911
9655169,5378.1209,7286.34521484375,7674.941166311357
9655212,3588.783,4139.18310546875,3958.042397064887
9655224,4949.7465,5343.10009765625,4713.2210501423315
9655444,61699.3086,72328.953125,65221.52863604743
9655456,35308.3417,38455.26953125,46424.86979815307
9655468,719.1964,2067.096435546875,1977.559158475362
9655470,1297.573,3823.466796875,3310.3751800944656
9655509,13417.6581,10544.5986328125,10002.065778429238
9655511,9562.3637,6486.6923828125,6352.824957753146
9655808,16043.5037,15260.7333984375,13640.369459821253
9655846,3115.3202,3365.260498046875,3471.6927035559256
9655951,5106.7766,5766.2607421875,5954.0349907438695
9655975,4332.6642,7572.4501953125,7613.777574270898
9655987,4726.224,8224.5966796875,8222.116038481778
9656034,3782.1848,3447.629638671875,3203.847404816758
9656046,3869.8976,2991.23486328125,3547.0179163175135
9656058,4014.906,4004.972900390625,4231.829974935518
9656175,7134.8799,6468.57373046875,6464.942952866588
9656412,5524.5236,4874.927734375,4892.806955507434
9656498,8689.9592,8507.533203125,5150.204531723144
9656503,6975.9995,6100.7021484375,5565.200482312265
9656541,2854.6255,3747.349609375,4023.1474161286205
9656553,3150.621,2992.777587890625,3075.634275585465
9656864,2369.3114,2210.35595703125,2800.501557432889
9657038,2350.8663,3313.249267578125,3276.237038301969
9657478,7040.8589,9584.25,8678.022563594664
9657777,1725.0265,1815.0391845703125,1801.331332137801
9657844,4761.17,4957.07080078125,4840.4751019024125
9657868,3173.384,4187.3115234375,3504.436460902866
9657870,4556.432,4590.447265625,4315.173483925494
9658094,4209.478,7291.0400390625,7197.324473832243
9658109,5501.496,9178.1982421875,7934.636159358359
9658240,27705.3885,37909.47265625,33418.398338011655
9658355,8171.3822,6993.53271484375,8093.310554122497
9658367,7782.2665,8327.2197265625,8272.269947324123
9658771,4751.7867,5367.61181640625,5149.333531937476
9658800,3705.8766,4762.0322265625,4583.355540877541
9658874,4407.0035,3681.42431640625,4145.532294165676
9658886,10188.1863,8907.7724609375,11154.041133408333
9658898,4800.5194,6299.44775390625,6220.546623541685
9658903,2161.6674,2198.06689453125,2267.514691354503
9658915,6245.9747,5346.06494140625,4810.246574853737
9658953,4025.9607,3241.35888671875,3659.6563759932906
9658965,4140.4556,4577.99609375,4862.916173727478
9659103,17340.839,13817.3779296875,13347.55603439043
9659232,4375.7152,4456.1806640625,4290.082176369737
9659660,7984.4773,7628.8984375,7083.8130113471925
9659672,3052.9217,3328.78759765625,3057.616625933819
9659725,33283.8752,58954.8125,54882.75698838129
9659737,2264.1528,2659.921875,2617.435276526041
9659749,1004.071,847.9544677734375,979.956621626674
9659763,4007.4942,3903.164306640625,6078.633111212089
9659799,3721.204,3719.914794921875,3833.731528082514
9659828,7814.146,7656.48779296875,7191.98549670047
9660059,3507.1717,4187.94775390625,3918.356641567756
9660061,2030.3306,2645.691650390625,2856.4966858364132
9660085,4170.5283,3768.69873046875,3929.5848298480196
9660097,6321.1793,7136.6962890625,6995.336787724645
9660126,4257.6786,4099.20068359375,3898.7563993931735
9660152,6823.9166,7784.8369140625,6480.09526556104
9660566,2134.6952,1562.078857421875,1820.9940245089765
9660621,3142.1561,3257.155517578125,3214.145978378572
9660798,5360.0339,4236.78466796875,3903.363794055894
9661211,5509.2288,4214.94873046875,4346.27177684993
9661235,4214.6108,3438.1484375,3510.1552671878044
9661247,4582.9265,5337.8837890625,5343.839941822427
9661857,6749.9328,7452.4853515625,7381.921262603711
9661871,6688.7757,7850.8515625,7532.7478536137405
9662019,729.9017,1166.37890625,1556.1269283200454
9662021,13831.2742,18309.73828125,17353.577961745166
9662320,770.9074,507.5846252441406,848.2117972505202
9662447,3809.028,4417.19677734375,4883.07804282415
9662485,2366.438,4081.474609375,3937.067331663736
9663099,3162.9538,2739.725341796875,2985.5789358951915
9663104,4728.1879,3718.304443359375,3810.1044079980647
9663128,1632.3185,1406.349365234375,1463.3884728702196
9663245,2353.2703,2242.25341796875,2345.446765311417
9663283,4167.0092,4292.0380859375,4267.539674549276
9663300,7656.8391,6960.34130859375,6764.338239034778
9663312,5442.0746,5007.9892578125,4864.056739743647
9663362,6012.1288,6220.42041015625,6729.352718084439
9663623,3103.3986,2802.753662109375,2920.4867031027907
9663635,4640.1682,4691.28662109375,4761.186072103143
9663738,5038.7878,6761.0283203125,6922.630394415099
9663740,7979.8528,9262.3359375,9208.453562297627
9663776,4595.9123,5604.50927734375,5711.942480004909
9663817,2754.9174,3410.7275390625,3452.072419585129
9663855,1524.6737,1863.803955078125,1963.202108730642
9664720,3528.7538,4098.09619140625,3941.6965222469635
9664770,10728.9214,10803.4912109375,9844.284784395652
9664782,5567.2142,6018.7177734375,5077.639075729852
9664938,1850.3935,2226.313232421875,2307.9752904450024
9665360,3057.9163,3779.882568359375,4063.0123396322633
9665437,19761.4313,36294.80078125,28363.664276615942
9665619,32595.0582,22651.349609375,23741.02278127156
9665621,61586.6529,53476.84765625,51215.86315507515
9665633,12080.605,8775.7841796875,7783.581096732594
9665645,75035.9675,60653.01171875,58614.712778065514
9665700,3730.5237,3617.232421875,3391.7779490870407
9665841,4196.725,5899.48974609375,5644.86977020334
9666039,2587.0155,2665.014892578125,2967.2699250068326
9666041,5527.8774,6313.86474609375,6522.129180098185
9666053,5086.9,6000.64599609375,6086.296750403832
9666077,1704.6996,1916.9169921875,1929.047798077656
9666429,5335.2741,5149.36279296875,4670.971244728663
9666431,4220.9507,4777.60107421875,4168.647233150604
9666455,3190.9067,2812.76025390625,3053.3250224089215
9667045,3211.3876,3672.239501953125,3383.1292136346765
9667057,4040.2675,4902.38525390625,4522.927445338681
9667112,5063.1922,5277.78564453125,5436.220157698595
9667162,74655.5466,55993.09765625,61144.804454174475
9667174,10821.4785,8297.53515625,8519.263396039194
9667435,3743.3224,3799.052978515625,3523.9018966460744
9667473,7039.4676,7738.1650390625,7746.861737677567
9667497,2338.5792,2478.5966796875,2569.1230945334646
9667564,11903.32,12830.8544921875,13266.057555465719
9667588,4347.2149,7027.791015625,6813.5960748301295
9667722,3430.782,4219.029296875,4035.527443031471
9668271,2113.6576,2586.32568359375,2862.764344426444
9668295,1700.2807,2084.089111328125,2333.728260348559
9668300,2506.049,4885.8388671875,4695.675588064361
9668312,5489.8111,6146.06494140625,5862.672617085141
9668491,14291.3745,17745.482421875,16743.0523921357
9668556,2463.7666,4173.443359375,4227.438634713551
9668881,0.0,53.36347579956055,352.7887762810715
9668910,5471.1125,5007.4345703125,5214.629359098436
9668922,2191.6596,1796.7786865234375,1775.3614055901544
9668960,11724.782,11384.7412109375,10584.150102364263
9668972,10709.322,9364.21875,9127.20553490778
9668984,12246.6195,11966.998046875,10511.147292783004
9669029,10189.4607,9548.080078125,9236.95336315399
9669031,13341.6535,11784.6318359375,12520.461758232166
9669330,8268.8557,9815.353515625,10124.982715370164
9669342,5228.01,4874.7412109375,5022.273523485548
9669380,1682.0465,1749.6441650390625,1796.124645607024
9669615,1508.8261,1329.120361328125,1606.0450982383245
9669627,1424.4782,1079.25146484375,1361.326346374939
9669653,13342.7764,12802.765625,12112.117388827575
9669665,16283.8427,12989.5771484375,11581.338138329162
9669885,2106.7096,2447.16162109375,2634.73098559801
9669897,7007.4433,7357.73046875,7576.492939933527
9669914,6952.6737,6371.16357421875,6562.553059427735
9670092,0.0,0.0,306.8527216137609
9670420,2065.1025,2272.9287109375,2324.9973793278878
9670573,34755.7979,32700.02734375,34365.19215551653
9670597,40181.3396,43146.66796875,38174.74678582857
9670614,41113.3,31953.703125,36236.524427817116
9670731,0.0,0.0,0.0
9670743,1543.188,1814.0263671875,2023.224502031815
9670755,8830.578,9009.6787109375,8774.137578652313
