delta_distancia_pct,delta_velocidad_pct,horas,velocidad_nudos,co2_predicho_t,ahorro_t,ahorro_pct
0.0,0.0,5307.32,21.191649766477266,99583.9609375,0.0,0.0
-5.0,0.0,5041.954,21.191649766477266,92138.234375,7445.7265625,7.476833108870836
-10.0,0.0,4776.588,21.191649766477266,82916.0625,16667.8984375,16.73753311335041
-20.0,0.0,4245.856,21.191649766477266,70823.765625,28760.1953125,28.88034884508181
0.0,-10.0,5897.022222222222,19.072484789829538,100935.15625,-1351.1953125,-1.3568402981560708
-10.0,-10.0,5307.32,19.072484789829538,90930.8984375,8653.0625,8.689213020388653
