filas,winsor_limites,pares_consecutivos,corr_lag1_pearson,corr_lag1_spearman,var_total,var_intra,var_entre,icc
100582,"(-0.6001276870116334, 0.9448699144846259)",65795,0.4846082469213841,0.4998338390207653,0.051269329538477154,0.02878062175389787,0.022488707784579284,0.43863861663534565
