companias_con_deficit,companias_con_algun_excedente,pct_companias_con_excedente,pct_deficit_neteable,penalizacion_sin_pooling_eur,penalizacion_con_pooling_eur,companias_que_se_compensan_del_todo
3474,107,3.0800230282095566,10.181456743263457,1275029239.8342423,1145302353.7719755,39
